productCode,productName,nonNabhNablRate,nabhNablRate,state
494,Laparoscopic Splenectomy,25000,28750,DELHI
495,Laparoscopic Removal of hydatid cyst,18000,20700,DELHI
496,Laparoscopic treatment of Pseudo Pancreatic cyst,18000,20700,DELHI
497,"Laparoscopic Whipple's operation (Laparoscopic Pancreatico Duodenectomy",20000,23000,DELHI
498,Laparoscopic GI bypass operation,22000,25300,DELHI
499,Laparoscopic Total Colectomy,25000,28750,DELHI
500,Laparoscopic Hemicolectomy,23000,26450,DELHI
501,"Laparoscopic Anterior Resection (of Intestine/Rectum)",23000,26450,DELHI
502,Laparoscopic Cholecystectomy,18975,21821,DELHI
503,Laparoscopic Appedicectomy,18000,20700,DELHI
504,Laparoscopic Hernia inguinal repair,18000,20700,DELHI
505,Laparoscopic ventral Hernia Repair,17500,20125,DELHI
506,Laparoscopic Paraumbilical Hernia Repair,17500,20125,DELHI
507,Laparoscopic Adrenelectomy,12000,13800,DELHI
508,Laparoscopic Nephrectomy,22000,25300,DELHI
509,Other Major Surgery-Abdomen/GI Surgery,38000,43700,DELHI
510,Other Minor Surgery-Abdomen/GI Surgery,6000,6900,DELHI
511,"Coronary Care with Cardiac Monitoring /ICU/CCU",4590,5400,DELHI
512,Compressed air / piped oxygen /per hour,50,58,DELHI
513,Ventilator charges (Per day),531,611,DELHI
514,Paediatric care for New born (Per day),186,214,DELHI
515,Incubator charges (Per day),345,397,DELHI
516,Neonatal ICU charges (Per day),391,450,DELHI
517,Resuscitation,184,212,DELHI
518,Exchange Transfusion,265,305,DELHI
519,Pneupack ventilator in Nursery (Per day),575,661,DELHI
520,Atrial Septal Defect(ASD) closure,51808,59579,DELHI
521,Ventricular septal defect (VSD) with graft,51808,59579,DELHI
522,"Tetralogy of Fallot (TOF)/TAPVC/TCPC/REV/RSOV repair",127075,146136,DELHI
523,BD Glenn/Left atrium myxoma,80750,95000,DELHI
524,Senning/Arterial Switch Operation (ASO) with graft,122188,140516,DELHI
525,Double Switch Operation (DSO),103615,119157,DELHI
526,Atrioventricular(AV) canal repair,161000,185150,DELHI
527,Fontan procedure,169000,194350,DELHI
528,Conduit repair,169000,194350,DELHI
529,Coronary Artery Bypass Graft surgery (CABG),127075,146136,DELHI
530,"Coronary Artery Bypass Graft surgery (CABG) + Intra-Aortic Balloon Pump (IABP)",169000,194350,DELHI
531,"Coronary Artery Bypass Graft surgery (CABG) + Valve",169000,194350,DELHI
532,CABG without bypass.,140000,161000,DELHI
533,Ascending aorta replacement,130000,149500,DELHI
534,Double Valve Replacement (DVR),155422,178735,DELHI
535,Mitral valve Replacement(MVR)/ Aortic valve Replacement (AVR)/ Tricuspid Valve Replacement (TVR) / Pulmonary valve replacement (PVR),103615,119157,DELHI
536,"Mitral valve (MV) Repair + Aortic valve (AV) Repair / Tricuspid Valve (TV) Repair + Pulmonary valve (PV) repair",103615,119157,DELHI
537,Aorta femoral bypass,52000,59800,DELHI
538,Blalock-Taussig shunt (BT Shunt) / Coarctation,51980,59777,DELHI
539,Pulmonary Artery Banding (PA Banding) Septostomy,51980,59777,DELHI
540,Pericardectomy,42320,48668,DELHI
541,"Congenital cytomegalovirus (CMV)/ patent ductus arteriosus (PDA)",51980,59777,DELHI
542,Gunshot injury,51980,59777,DELHI
543,Heart transplant,276000,317400,DELHI
544,Balloon coronary angioplasty/PTCA with VCD,80600,92690,DELHI
545,Balloon coronary angioplasty/PTCA without VCD,80000,92000,DELHI
546,Rotablation,48875,56206,DELHI
547,"Balloon Valvotomy / Percutaneous transvenous mitral commissurotomy (PTMC)",10264,11804,DELHI
548,Cardiac Catheterization (CATH),10000,11500,DELHI
549,Aortic Arch Replacement,10350,11903,DELHI
550,Aortic Dissection,12650,14548,DELHI
551,Thoraco Abdominal Aneurysm Repair,15000,17250,DELHI
552,Embolectomy,21000,24150,DELHI
553,Vascular Repair,36000,41400,DELHI
554,Bentall Repair with Prosthetic Valve,30000,34500,DELHI
555,Bentall Repair with Biologic Valve,127500,150000,DELHI
556,Coaractation dilatation,14500,16675,DELHI
557,Coaractation dilatation with Stenting,18500,21275,DELHI
558,Temporary Pacemaker Implantation (TPI) (Temporary Cardiac Pacing) Single Chamber,7500,8625,DELHI
559,Temporary Pacemaker Implantation (TPI) (Temporary Cardiac Pacing) Dual Chamber,8160,9600,DELHI
560,"Permanent pacemaker implantation (PPI)- Single Chamber",13800,15870,DELHI
561,Permanent pacemaker implantation- Dual Chamber,19320,22218,DELHI
562,"Permanent pacemaker implantation (PPI)- Biventricular",34500,39675,DELHI
563,"Automatic implantable cardioverter defibrillator(AICD) Single Chamber",28750,33063,DELHI
564,"Automatic implantable cardioverter defibrillator(AICD) Dual Chamber",40000,46000,DELHI
565,Combo device implantation,40000,46000,DELHI
566,Diagnostic Electrophysiological studies conventional,4550,5233,DELHI
567,Ambulatory BP monitoring,587,690,DELHI
568,External Loop/event recording,2848,3350,DELHI
569,Radiofrequency (RF) ablation conventional,35000,40250,DELHI
570,Radiofrequency (RF) ablation Atrial Tachycardia/Carto,45000,51750,DELHI
571,Endomyocardial biopsy,10000,11500,DELHI
572,Intra aortic balloon pump (IABP),7820,8993,DELHI
573,Intra vascular coils,46000,52900,DELHI
574,Septostomy- Balloon,16150,19000,DELHI
575,Septostomy- Blade,19550,22483,DELHI
576,"Aortic valve balloon dilatation (AVBD) / pulmonary valve balloon dilatation (PVBD)",48300,55545,DELHI
577,Digital subtraction angiography-Peripheral artery,11500,13225,DELHI
578,Digital subtraction angiography- venogram,11500,13225,DELHI
579,CT Guided biopsy,1265,1455,DELHI
580,Sinogram,863,992,DELHI
581,Peripheral Angioplasty with VCD,11500,13225,DELHI
582,Peripheral Angioplasty without VCD,11500,13225,DELHI
583,Renal Angioplasty,60350,71000,DELHI
584,Intravascular ultrasound (IVUS),25000,28750,DELHI
585,Fractional flow reserve (FFR),12750,15000,DELHI
586,Holter analysis,850,1000,DELHI
587,Aortic stent grafting for aortic aneurysm,78500,90275,DELHI
588,Inferior Vena Cava (IVC) filter implantation,16129,18548,DELHI
589,ASD/VSD/PDA device closure,36225,41659,DELHI
590,Electrocardiogram (ECG),150,175,DELHI
591,Head--up tilt test (HUTT),2200,2530,DELHI
592,2D echocardiography,1255,1475,DELHI
593,3D echocardiography,1403,1650,DELHI
594,Fetal Echo,1360,1600,DELHI
595,2D Transesophageal Echocardiography (TEE),1403,1650,DELHI
596,3D Transesophageal Echocardiography (TEE),1403,1650,DELHI
597,Stress Echo- exercise,2040,2400,DELHI
598,Stress Echo- pharmacological / D Stress Echo,2550,3000,DELHI
599,Stress Myocardial Perfusion Imaging (MPI)- exercise,1955,2300,DELHI
600,"Stress Myocardial Perfusion Imaging (MPI) - pharmacological",2500,2875,DELHI
601,Coronary angiography,11500,13225,DELHI
602,CT coronary angiography,6030,6935,DELHI
603,Cardiac CT scan,2272,2613,DELHI
604,MRI Cardiac,6800,8000,DELHI
605,Stress Cardiac MRI,3000,3450,DELHI
606,MR angiography.,5635,6480,DELHI
607,Cardiac PET,1500,1725,DELHI
608,Pericardiocentesis,3500,4025,DELHI
609,"Other Major Surgery-Cardiovascular and Cardiac Surgery",20000,23000,DELHI
610,"Other Minor Surgery-Cardiovascular and Cardiac Surgery",4250,5000,DELHI
611,"Normal delivery with or without Episiotomy & P. repair",8000,9200,DELHI
612,vacuum delivery,8625,9919,DELHI
613,Forceps Delivery,9200,10580,DELHI
614,Caesarean Section(CS),14050,16158,DELHI
615,Caesarean Hysterectomy,18975,21821,DELHI
616,Rupture Uterus closure & repair with Tubal Ligation,17250,19838,DELHI
617,"Perforation of Uterus after D/E Laparotomy & Closure",13800,15870,DELHI
618,Laparotomy for Ectopic pregnancy,13800,15870,DELHI
619,Laparotomy-peritonitis Lavage and Drainage,11500,13225,DELHI
620,"Salphingo-Oophorectomy/ Oophorectomy Laparoscopic",10000,11500,DELHI
621,Ovarian Cystectomy-laparoscopic.,10350,11903,DELHI
622,Ovarian Cystectomy -laparotomy.,13800,15870,DELHI
623,Salpingo-Oophorectomy-laparotomy,11520,13248,DELHI
624,"Laparoscopic Broad Ligament Hematoma Drainage with repair",6900,7935,DELHI
625,Exploration of perineal Haematoma & Repair,8000,9200,DELHI
626,"Exploration of abdominal Haematoma (after laparotomy + LSCS)",8050,9258,DELHI
627,Manual Removal of Placenta,3450,3968,DELHI
628,Examination under anaesthesia (EUA),1000,1150,DELHI
629,Burst-abdomen Repair,10000,11500,DELHI
630,Gaping Perineal Wound Secondary Suturing,1656,1904,DELHI
631,Gaping abdominal wound Secondary Suturing,3450,3968,DELHI
632,Complete perineal tear-repair,2128,2447,DELHI
633,Exploration of PPH-tear repair,3500,4025,DELHI
634,Suction evacuation vesicular mole,5000,5750,DELHI
635,"Suction evacuation Missed abortion/ incomplete abortion",5175,5951,DELHI
636,Colpotomy,3450,3968,DELHI
637,Repair of post-coital tear/ perineal injury,3508,4034,DELHI
638,Excision of urethral caruncle,3450,3968,DELHI
639,Shirodhkar/ McDonald stitch,3220,3703,DELHI
640,"Abdominal Hysterectomy with or without salpingo-oophorectomy",17250,19838,DELHI
641,Non-descent Vaginal Hysterectomy (NDVH),17250,19838,DELHI
642,Vaginal Hysterectomy with repairs (UV Prolapse),17250,19838,DELHI
643,Myomectomy -laparotomy,14000,16100,DELHI
644,Myomectomy -laparoscopic,6325,7274,DELHI
645,Vaginoplasty,14950,17193,DELHI
646,Vulvectomy -Simple,9200,10580,DELHI
647,Vulvectomy-Radical,9200,10580,DELHI
648,Rectovaginal Fistula (RVF) Repair,18975,21821,DELHI
649,Manchester Operation,15000,17250,DELHI
650,"Shirodkar’s sling Operation or other sling operationsfor prolapse uterus",3450,3968,DELHI
651,Laparoscopic sling operations for prolapse uterus,28000,32200,DELHI
652,Diagnostic Curettage,2484,2857,DELHI
653,Cervical Biopsy,1800,2070,DELHI
654,Polypectomy,1518,1746,DELHI
655,Other-Minor Operation Endometrial,2300,2645,DELHI
656,Excision Vaginal Cyst/Bartholin Cyst,3450,3968,DELHI
657,Excision Vaginal Septum,4600,5290,DELHI
658,"Laparoscopy -Diagnostic with chromopertubation and or adhesiolysis and drilling",4025,4629,DELHI
659,Laparoscopy Sterilization,3450,3968,DELHI
660,"Laparoscopically Assisted Vaginal Hysterectomy (LAVH)",25243,29029,DELHI
661,"Balloon Tamponade for Post Partum Haemorrhage (PPH)",2800,3220,DELHI
662,Total laparoscopic hysterectomy,25243,29029,DELHI
663,"Laparoscopic treatment of Ectopic pregnancy- salpingectomy/salpingostomy conservative",9775,11241,DELHI
664,Conisation of cervix,4025,4629,DELHI
665,Trachelectomy of cervix for early CA cervix,5500,6325,DELHI
666,Hysteroscopic cannulation,2875,3306,DELHI
667,"Laparotomy recannalization of Fallopian tubes- (Tubuloplasty)",22425,25789,DELHI
668,"Laparoscopic recannalization of Fallopian tubes- (Tubuloplasty)",19500,22425,DELHI
669,Colposcopy,958,1102,DELHI
670,Inversion of Uterus – Vaginal Reposition,2500,2875,DELHI
671,Inversion of Uterus – Abdominal Reposition,2500,2875,DELHI
672,Laparoscopic Vesicovaginal Fistula (VVF) Repair,28000,32200,DELHI
673,Abdominal Vesicovaginal Fistula (VVF) Repair,28000,32200,DELHI
674,Vaginal Vesicovaginal Fistula (VVF) Repair,28000,32200,DELHI
675,"Interventional Ultrasonography- Chorionic villus sampling (CVS)",880,1012,DELHI
676,Amniocentesis,880,1012,DELHI
677,Karyotyping,800,920,DELHI
678,Thermal balloon ablation.,11500,13225,DELHI
679,Ultrasonographic myolysis,10293,11837,DELHI
680,Vaginal Myomectomy,10000,11500,DELHI
681,Intra Uterine Inseminition,920,1058,DELHI
682,Intracytoplasmic sperm injection (ICSI),11500,13225,DELHI
683,Laparotomy abdominal sacro-colpopexy,15000,17250,DELHI
684,Vaginal Colpopexy,22000,25300,DELHI
685,Laparoscopic abdominal sacro-colpopexy,20000,23000,DELHI
686,Laparotomy pelvic Lymphadenectomy,1200,1380,DELHI
687,Laparoscopic pelvic Lymphadenectomy,3500,4025,DELHI
688,Endometrial aspiration cytology/biopsy,570,656,DELHI
689,"USG Transvaginal sonography (TVS for Follicular monitoring /aspiration)",460,529,DELHI
690,laparoscopic treatment for stress incontinence,15000,17250,DELHI
691,Transvaginal tapes for Stress incontinence,15000,17250,DELHI
692,trans-obturator tapes for Stress incontinence,12000,13800,DELHI
693,Interventional radiographic arterial embolization,18000,20700,DELHI
694,Diagnostic cystoscopy,2875,3306,DELHI
695,Staging laparotomy surgery for Carcinoma Ovary,6325,7274,DELHI
696,Internal Iliac ligation,3393,3902,DELHI
697,stepwise devascularisation,9200,10580,DELHI
698,Assisted breech delivery,10925,12564,DELHI
699,Intra-uterine fetal blood transfusion,21275,24466,DELHI
700,"Hysteroscopy Transcervical Resection of Endometrium (TCRE)",8500,9775,DELHI
701,Hysteroscopy Removal of Intra-Uterine Contraceptive Device (IUCD),7500,8625,DELHI
702,Hysteroscopy Removal of Septum,11000,12650,DELHI
703,Hysteroscopy Diagnostic,7500,8625,DELHI
704,"Radical Hysterectomy for Cancer cervix with pelvic lymphadenectomy",8500,9775,DELHI
705,"Radical Hysterectomy for Cancer endometrium extending to cervix with pelvic and para aortic lymphadenectomy",8500,9775,DELHI
706,Sterilization Post partum (minilap),3750,4313,DELHI
707,Sterilization interval (minilap),3750,4313,DELHI
708,Ultrasonography (USG) Level II scan/Anomaly Scan,1700,2000,DELHI
709,Fetal nuchal Translucency,300,345,DELHI
710,"USG Colour Doppler Pregnancy / Fetal Doppler/Umbilical Doppler/Uterine Vessel Doppler",1675,1425,DELHI
711,"Medical Termination of Pregnancy (MTP)- 1st Trimester",3000,3450,DELHI
712,"Medical Termination of Pregnancy (MTP) - 2nd Trimester",4370,5026,DELHI
713,Quadruple test,2000,2300,DELHI
714,Biophysical score / Biophysical profile test (BPP test),600,690,DELHI
715,Other Major Surgery-Obstetrics and Gynaecology,28000,32200,DELHI
716,Other Minor Surgery-Obstetrics and Gynaecology,5000,5750,DELHI
717,Partial Nephrectomy -open,16215,18647,DELHI
718,Partial Nephrectomy-Laparoscopic/endoscopic,14490,16664,DELHI
719,Nephrolithomy -open,12000,13800,DELHI
720,Nephrolithomy -Laparoscopic/endoscopic,14000,16100,DELHI
721,Pyelolithotomy-open,13000,14950,DELHI
722,Pyelolithotomy -Laparoscopic/endoscopic,10580,12167,DELHI
723,Operations for Hydronephrosis -pyeloplasty open,18400,21160,DELHI
724,"Operations for Hydronephrosis -pyeloplasty Lap/endoscopic",19000,21850,DELHI
725,"Operations for Hydronephrosis Endopyelotomy antegrade",20000,23000,DELHI
726,"Operations for Hydronephrosis Endoplyelotomy retrograde",20000,23000,DELHI
727,Operations for Hydronephrosis ureterocalicostomy,18000,20700,DELHI
728,Operations for Hydronephrosis-Ileal ureter,18000,20700,DELHI
729,Open Drainage of Perinephric Abscess,8000,9200,DELHI
730,"Percutaneous Drainage of Perinephric Abscess - Ultrasound guided",5750,6613,DELHI
731,Cavernostomy,9775,11500,DELHI
732,Operations for Cyst of the Kidney -open,11960,13754,DELHI
733,Operations for Cyst of the Kidney Lap/endoscopic,14030,16135,DELHI
734,Ureterolithotomy -open,13248,15235,DELHI
735,Ureterolithotomy-Lap/Endoscopic,10000,11500,DELHI
736,Nephroureterectomy open,16100,18515,DELHI
737,Nephroureterectomy -Lap/Endoscopic,16100,18515,DELHI
738,Operations for Ureter for -Double Ureters,19000,21850,DELHI
739,Operations for Ureter -for Ectopia of Single Ureter,18000,20700,DELHI
740,Operations for Vesicoureteric Reflux (VUR) -Open,18000,20700,DELHI
741,"Operations for Vesicoureteric Reflux (VUR)- Lap/Endoscopic",18000,20700,DELHI
742,"Operations for Vesicoureteric Reflux (VUR)/ Urinary incontinence with bulking agents",20700,23805,DELHI
743,Ureterostomy - Cutaneous,12000,13800,DELHI
744,Uretero-Colic anastomosis,16000,18400,DELHI
745,Formation of an Ileal Conduit,17250,19838,DELHI
746,Ureteric Catheterisation,8278,10950,DELHI
747,Biopsy of Bladder (Cystoscopic),2300,2645,DELHI
748,Cysto-Litholapaxy,10925,12564,DELHI
749,Operations for Injuries of the Bladder,10000,11500,DELHI
750,Suprapubic Drainage (Cystostomy/vesicostomy),6000,6900,DELHI
751,Simple Cystectomy,17250,19838,DELHI
752,Diverticulectomy -open,16000,18400,DELHI
753,Diverticulectomy- Lap/Endoscopic,18400,21160,DELHI
754,Diverticulectomy -Endoscopic incision of neck,1725,1984,DELHI
755,Augmentation Cystoplasty,6670,7671,DELHI
756,"Operations for Exstrophy of the Bladder- Single stagerepair",22300,25645,DELHI
757,"Operations for Exstrophy of the Bladder- Multistage repair",20815,23937,DELHI
758,"Operations for Exstrophy of the Bladder- simple cystectomy with urinary diversion",22500,25875,DELHI
759,Repair of Ureterocoel -Open,13800,15870,DELHI
760,Repair of Ureterocoel -Lap/Endoscopic,14375,16531,DELHI
761,Repair of Ureterocoel -Endoscopic incision,13000,14950,DELHI
762,Open Suprapubic Prostatectomy,20700,23805,DELHI
763,Open Retropubic Prostatectomy,20125,23144,DELHI
764,Transurethral Resection of Prostate (TURP),18630,21425,DELHI
765,Urethroscopy/ Cystopanendoscopy,4600,5290,DELHI
766,Internal urethrotomy -optical,5750,6613,DELHI
767,Internal urethrotomy -Core through urethroplasty,11040,12696,DELHI
768,Urethral Reconstruction -End to end ansatamosis,3450,3968,DELHI
769,"Urethral Reconstruction - substitution urethroplasty (Transpubic urethroplasty)",19550,22483,DELHI
770,Abdomino Perineal urethroplasty,14000,16100,DELHI
771,Posterior Urethral Valve fulguration.,11270,12961,DELHI
772,Operations for Incontinence of Urine - Male -Open,17250,19838,DELHI
773,Operations for Incontinence of Urine - Male -Sling,18400,21160,DELHI
774,"Operations for Incontinence of Urine - Male-Bulking agent",19435,22350,DELHI
775,Operations for Incontinence of Urine - Female -Open,17250,19838,DELHI
776,Operations for Incontinence of Urine - Female-Sling,18400,21160,DELHI
777,"Operations for Incontinence of Urine - Female- Bulking agent",19435,22350,DELHI
778,Reduction of Paraphimosis,1725,1984,DELHI
779,Circumcision,3000,3450,DELHI
780,Meatotomy,2346,2698,DELHI
781,Meatoplasty,3220,3703,DELHI
782,Operations for Hypospadias + Chordee Correction,9200,10580,DELHI
783,Operations for Hypospadias - Second Stage,15000,17250,DELHI
784,Operations for Hypospadias - One Stage Repair,9200,10580,DELHI
785,Operations for Crippled Hypospadias,11500,13225,DELHI
786,Operations for Epispadias _primary repair,12593,14482,DELHI
787,Operations for Epispadias-crippled epispadias,11385,13093,DELHI
788,Partial Amputation of the Penis,10764,12379,DELHI
789,Total amputation of the Penis,12000,13800,DELHI
790,Orchidectomy-Simple,9775,11241,DELHI
791,Orchidectomy -Radical,12075,13886,DELHI
792,"Post Radical Orchidectomy retroperitoneal lymph node dissection.",14000,16100,DELHI
793,Epididymectomy,15938,18750,DELHI
794,"Adreneclectomy Unilateral/Bilateral for Tumour/For Carcinoma- Open",25300,29095,DELHI
795,"Adreneclectomy Unilateral/Bilateral for Tumour/For Carcinoma -Lap/Endoscopic",14375,16531,DELHI
796,Operations for Hydrocele - Unilateral,5865,6745,DELHI
797,Operations for Hydrocele - Bilateral,8556,9839,DELHI
798,Operation for Torsion of Testis,11500,13225,DELHI
799,"Micro-surgical Vasovasostomy /Vaso epidedymal ansatamosis .",11040,12696,DELHI
800,Operations for Varicocele Unilateral Microsurgical,7705,8861,DELHI
801,"Operations for Varicocele Palomo’s Unilateral - Laparoscopic",9200,10580,DELHI
802,Operations for Varicocele Bilateral --Microsurgical,12650,14548,DELHI
803,"Operations for Varicocele Palomo’s Bilateral -Laparoscopic",14950,17193,DELHI
804,"Block Dissection of ilio-inguinal Nodes - One Side(For Carcinoma Penis)",6325,7274,DELHI
805,"Block Dissection of ilio-inguinal Nodes -Both Sides (For Carcinoma Penis)",23000,26450,DELHI
806,Excision of Filarial Scrotum,11500,13225,DELHI
807,Kidney Transplantation (related),200000,230000,DELHI
808,"Kidney Transplantation (Spousal/ unrelated) Including immunosuppressant therapy",300000,345000,DELHI
809,ABO incompatible Transplantation,490000,563500,DELHI
810,Swap Transplantation,388000,446200,DELHI
811,Kidney Transplant Graft Nephrectomy,59500,70000,DELHI
812,Donor Nephrectomy (open),28750,33063,DELHI
813,Donor Nephrectomy (Laparoscopic),46000,52900,DELHI
814,Cadaver Transplantation,83300,95795,DELHI
815,"Kidney Transplant with Native Kidney Nephrectomy (Related)/ Unilateral",28000,32200,DELHI
816,"Kidney Transplant with Native Kidney Nephrectomy (Related)/ Bilateral",85000,97750,DELHI
817,"Kidney Transplant with Native Kidney Nephrectomy (Spousal/ Unrelated) Unilateral",85000,97750,DELHI
818,"Kidney Transplant with Native Kidney Nephrectomy (Spousal/ Unrelated) Bilateral",85000,97750,DELHI
819,"Post-Transplant Collection drainage for Lymphocele (open)",6800,8000,DELHI
820,"Post-Transplant Collection drainage for Lymphocele (percutaneous)",6800,8000,DELHI
821,"Post-Transplant Collection drainage for Lymphocele (Laparoscopic)",7650,9000,DELHI
822,Arteriovenous Fistula for Haemodialysis,2300,2645,DELHI
823,Arteriovenous Shunt for Haemodialysis,3500,4025,DELHI
824,Jugular Catheterization for Haemodialysis,1500,1725,DELHI
825,Subclavian Catheterization for Haemodialysis,2250,2588,DELHI
826,"One sided (single Lumen) Femoral Catheterization for Haemodialysis",1000,1150,DELHI
827,"Bilateral (single Lumen) Femoral Catheterization for Haemodialysis",1500,1725,DELHI
828,"Double Lumen Femoral Catheterization for Haemodialysis",1850,2128,DELHI
829,Permcath Insertion,2800,3220,DELHI
830,Arterio venous Prosthetic Graft,1850,2128,DELHI
831,Single lumen Jugular Catheterization,1500,1725,DELHI
832,Single lumen Subclavian Catheterization,1700,2000,DELHI
833,Plasma Exchange/ Plasmapheresis,1725,1984,DELHI
834,"Continuous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion- Open method",3500,4025,DELHI
835,Continuous Ambulatory Peritoneal Dialysis (CAPD) catheter insertion- Schlendinger/ Seldinger method,3500,4025,DELHI
836,"Sustained low efficiency haemodialysis / hemodialysis",1250,1438,DELHI
837,"Continuous Veno venous/Arteriovenous Haemofilteration /Hemofilteration",2250,2588,DELHI
838,Haemodialysis / Hemodialysis for Sero negative cases,1400,1610,DELHI
839,Haemodialysis / Hemodialysis for Sero Positive cases,1650,1898,DELHI
840,Acute Peritoneal Dialysis,1450,1668,DELHI
841,Fistulogram for Arteriovenous Fistula,2500,2875,DELHI
842,Ultrasound guided kidney Biopsy,850,978,DELHI
843,Fistula stenosis dilation,3000,3450,DELHI
844,Slow continuous Ultrafilteration,2500,2875,DELHI
845,Percutaneous Nephrolithotomy (PCNL) - Unilateral,20000,23000,DELHI
846,Percutaneous Nephrolithotomy (PCNL) - Bilateral,25000,28750,DELHI
847,Endoscopic Bulking agent Inject,4500,5175,DELHI
848,Testicular Biopsy,1955,2248,DELHI
849,Radical Nephrectomy -Open,17250,19838,DELHI
850,Radical Nephrectomy -Lap/Endoscopic,20700,23805,DELHI
851,Radical Nephrectomy plus IV thrombus,23000,26450,DELHI
852,"Radical Nephrectomy plus IV thrombus plus cardiac bypass.",23000,26450,DELHI
853,Vesicovaginal Fistula (VVF) Repair (Open),16000,18400,DELHI
854,Vesicovaginal Fistula (VVF) Repair (Laparoscopic),22000,25300,DELHI
855,Radical Cystectomy -Ileal conduit,17000,20000,DELHI
856,Radical Cystectomy - continent diversion.,15000,17250,DELHI
857,Radical Cystectomy – Neo bladder,18500,21275,DELHI
858,Nephrectomy Simple -Open,10074,11585,DELHI
859,Nephrectomy Simple-lap/Endoscopic,12593,14482,DELHI
860,Nephrostomy -Open,10000,11500,DELHI
861,Nephrostomy -Lap/Endoscopic,10704,12593,DELHI
862,"Ureteric Reimplant forMegaureter/ Vesicoureteric reflux/ureterocele (open)",10494,12068,DELHI
863,"Ureteric Reimplant for Megaureter / Vesicoureteric reflux/ ureterocele (Laparoscopic)",10494,12068,DELHI
864,Partial Cystectomy,13800,15870,DELHI
865,"Transurethral Resection of Prostate (TURP) & Transurethral Resection of Bladder Tumour (TURBT)",17250,19838,DELHI
866,"Transurethral Resection of Prostate (TURP) with Cystolithotripsy",17000,19550,DELHI
867,Closure of Urethral Fistula,11000,12650,DELHI
868,Orchidopexy - Unilateral -Open,9867,11347,DELHI
869,Orchidopexy - Unilateral- Lap/Endoscopic,12334,14184,DELHI
870,Orchidopexy - Bilateral -Open,12282,14124,DELHI
871,Orchidopexy - Bilateral -Lap/Endoscopic,14500,16675,DELHI
872,Cystolithotomy -Suprapubic,9775,11241,DELHI
873,Endoscopic Removal of Stone in Bladder,3450,3968,DELHI
874,"Resection Bladder Neck Endoscopic / Bladder neck incision / transurethral incision on prostrate",10925,12564,DELHI
875,Ureteroscopic Surgery,10350,11903,DELHI
876,Urethroplasty 1st Stage,10925,12564,DELHI
877,Scrotal Exploration,8556,9839,DELHI
878,Perineal Urethrostomy,4715,5422,DELHI
879,Dilatation of Stricture Urethra under G.A.,2000,2300,DELHI
880,Dilatation of Stricture Urethra under LA,1725,1984,DELHI
881,Laparoscopic Nephrectomy (Select CGHS rate Code 508 for approved rate),See code 508,See code 508,DELHI
882,Laparoscopic partial Nephrectomy,10000,11500,DELHI
883,Laparoscopic pyelolithotomy,12650,14548,DELHI
884,Laparoscopic Pyeloplasty,9775,11241,DELHI
885,Laparoscopic surgery for Renal cyst,9775,11241,DELHI
886,Laparoscopic ureterolithotomy,11500,13225,DELHI
887,Laparoscopic Nephroureterectomy,13225,15209,DELHI
888,Extracorporeal Shock Wave Lithotripsy (ESWL),19550,22483,DELHI
889,Uroflow Study (Uroflometry),450,518,DELHI
890,Urodynamic Study (Cystometry),480,552,DELHI
891,"Cystoscopy with Retrograde Catheter -Unilateral /RGP",2803,3223,DELHI
892,"Cystoscopy with Retrograde Catheter - Bilateral /RGP",4675,5500,DELHI
893,Cystoscopy with Bladder Biopsy (Cold Cup Biopsy),3381,3888,DELHI
894,"Voiding-cysto-urethrogram and retrograde urethrogram (Nephrostogram)",414,476,DELHI
895,Radical prostatectomy-Open,17825,20499,DELHI
896,Radical prostatectomy-Laparoscopic,20125,23144,DELHI
897,"Radical prostatectomy- Robotic / Robotic Partial Nephrectomy",20125,23144,DELHI
898,Holmium YAG Prostate Surgery,15000,17250,DELHI
899,Holmium YAG Optical Internal Urethrotomy (OIU),4600,5290,DELHI
900,Holmium YAG Core through internal Urethrotomy,17250,19838,DELHI
901,Holmium YAG Stone Lithotripsy,10200,12000,DELHI
902,Green Light laser for prostate,17250,19838,DELHI
903,"Retrograde Intrarenal Surgery (RIRS)/ Flexible Ureteroscopy",6800,7820,DELHI
904,Microscopic Vaso-Epididymal Anastomosis (VEA)/ Vasovasostomy (reversal of vasectomy for Infertility treatment) (Select CGHS rate Code 799 for approved rate),See code 799,See code 799,DELHI
905,"Cystoscopic Botulinum Toxin Injection ( Over active bladder/ Neurogenic bladder) -excluding cost of drug",6800,7820,DELHI
906,Peyronie’s disease – Plaque excision with grafting,3400,4000,DELHI
907,"High Intensity Focus Ultrasound (HIFU) (Robotic) for Carcinoma prostrate and renal cell carcinoma",4600,5290,DELHI
908,Prosthetic surgery for urinary incontinence,2300,2645,DELHI
909,"Transrectal Ultrasound (TRUS) guided prostate biopsy",575,661,DELHI
910,"Ultrasound Guided Percutaneous Nephrostomy (PCN)",720,828,DELHI
911,Other Major Surgery-Nephrology and Urology,15000,17250,DELHI
912,Other Minor Surgery-Nephrology and Urology,6800,7820,DELHI
913,Craniotomy and Evacuation of Haematoma -Subdural,50715,58322,DELHI
914,"Craniotomy and Evacuation of Haematoma - Extradural",50000,57500,DELHI
915,Evacuation /Excision of Brain Abscess by craniotomy,40000,46000,DELHI
